sample	samples	TP53
TCGA-85-8352-01	TCGA-85-8352-01	7.32
TCGA-BW-A5NQ-01	TCGA-BW-A5NQ-01	7.32
TCGA-CD-8527-01	TCGA-CD-8527-01	7.32
TCGA-DX-A48P-01	TCGA-DX-A48P-01	7.3
TCGA-CV-6956-01	TCGA-CV-6956-01	7.29
TCGA-56-A4BX-01	TCGA-56-A4BX-01	7.27
TCGA-D3-A1QA-07	TCGA-D3-A1QA-07	7.27
TCGA-H7-8502-01	TCGA-H7-8502-01	7.27
TCGA-D3-A51T-06	TCGA-D3-A51T-06	7.25
TCGA-GU-A42Q-01	TCGA-GU-A42Q-01	7.25
TCGA-KD-A5QU-01	TCGA-KD-A5QU-01	7.24
TCGA-DX-A8BM-01	TCGA-DX-A8BM-01	7.23
TCGA-FF-8043-01	TCGA-FF-8043-01	7.22
TCGA-VQ-AA68-01	TCGA-VQ-AA68-01	7.22
TCGA-BC-A10Y-01	TCGA-BC-A10Y-01	7.2
TCGA-BR-A4J1-01	TCGA-BR-A4J1-01	7.2
TCGA-DD-AAD8-01	TCGA-DD-AAD8-01	7.2
TCGA-HT-8019-01	TCGA-HT-8019-01	7.2
TCGA-CC-A7IK-01	TCGA-CC-A7IK-01	7.19
TCGA-VQ-A8DV-01	TCGA-VQ-A8DV-01	7.19
TCGA-YL-A8SC-01	TCGA-YL-A8SC-01	7.19
TCGA-DX-A8BJ-01	TCGA-DX-A8BJ-01	7.17
TCGA-L5-A8NN-01	TCGA-L5-A8NN-01	7.15
TCGA-P3-A6T7-01	TCGA-P3-A6T7-01	7.15
TCGA-B0-4688-01	TCGA-B0-4688-01	7.14
TCGA-F7-A623-01	TCGA-F7-A623-01	7.13
TCGA-H7-A6C4-01	TCGA-H7-A6C4-01	7.13
TCGA-2Y-A9HA-01	TCGA-2Y-A9HA-01	7.11
TCGA-CV-7432-01	TCGA-CV-7432-01	7.1
TCGA-DX-A48L-01	TCGA-DX-A48L-01	7.08
TCGA-HT-A616-01	TCGA-HT-A616-01	7.08
TCGA-HC-A8CY-01	TCGA-HC-A8CY-01	7.07
TCGA-W3-AA1R-06	TCGA-W3-AA1R-06	7.06
TCGA-YY-A8LH-01	TCGA-YY-A8LH-01	7.06
TCGA-EB-A5FP-01	TCGA-EB-A5FP-01	7.05
TCGA-KD-A5QS-01	TCGA-KD-A5QS-01	7.05
TCGA-DD-AACH-01	TCGA-DD-AACH-01	7.04
TCGA-X9-A971-01	TCGA-X9-A971-01	7.04
TCGA-ZF-A9RL-01	TCGA-ZF-A9RL-01	7.04
TCGA-D3-A2JG-06	TCGA-D3-A2JG-06	7.03
TCGA-58-A46N-01	TCGA-58-A46N-01	7.02
TCGA-DX-A48R-01	TCGA-DX-A48R-01	7.02
TCGA-WK-A8XY-01	TCGA-WK-A8XY-01	7.02
TCGA-CN-6988-01	TCGA-CN-6988-01	7.01
TCGA-DD-AACG-01	TCGA-DD-AACG-01	7
TCGA-GC-A3BM-01	TCGA-GC-A3BM-01	7
TCGA-QC-AA9N-01	TCGA-QC-AA9N-01	7
TCGA-RW-A681-01	TCGA-RW-A681-01	7
TCGA-CC-A9FU-01	TCGA-CC-A9FU-01	6.95
TCGA-C4-A0F0-01	TCGA-C4-A0F0-01	6.94
TCGA-SI-AA8B-01	TCGA-SI-AA8B-01	6.94
TCGA-FG-8189-01	TCGA-FG-8189-01	6.93
TCGA-F7-A622-01	TCGA-F7-A622-01	6.91
TCGA-G3-AAV4-01	TCGA-G3-AAV4-01	6.91
TCGA-JV-A5VE-01	TCGA-JV-A5VE-01	6.89
TCGA-SI-A71O-01	TCGA-SI-A71O-01	6.86
TCGA-63-7023-01	TCGA-63-7023-01	6.85
TCGA-RE-A7BO-01	TCGA-RE-A7BO-01	6.83
TCGA-D3-A1QA-06	TCGA-D3-A1QA-06	6.82
TCGA-T1-A6J8-01	TCGA-T1-A6J8-01	6.81
TCGA-FG-8181-01	TCGA-FG-8181-01	6.8
TCGA-CN-6998-01	TCGA-CN-6998-01	6.78
TCGA-BB-4227-01	TCGA-BB-4227-01	6.73
TCGA-DD-AACV-01	TCGA-DD-AACV-01	6.73
TCGA-DD-AACQ-01	TCGA-DD-AACQ-01	6.71
TCGA-CN-4730-01	TCGA-CN-4730-01	6.7
TCGA-DD-A4NQ-01	TCGA-DD-A4NQ-01	6.7
TCGA-FX-A76Y-01	TCGA-FX-A76Y-01	6.69
TCGA-FV-A496-01	TCGA-FV-A496-01	6.68
TCGA-UY-A8OB-01	TCGA-UY-A8OB-01	6.68
TCGA-GU-AATQ-01	TCGA-GU-AATQ-01	6.67
TCGA-FX-A3NJ-01	TCGA-FX-A3NJ-01	6.66
TCGA-33-4589-01	TCGA-33-4589-01	6.65
TCGA-ED-A7PZ-01	TCGA-ED-A7PZ-01	6.65
TCGA-DD-AACE-01	TCGA-DD-AACE-01	6.61
TCGA-DX-A3U7-01	TCGA-DX-A3U7-01	6.6
TCGA-ZF-AA4W-01	TCGA-ZF-AA4W-01	6.6
TCGA-DD-A3A7-01	TCGA-DD-A3A7-01	6.59
TCGA-KL-8341-01	TCGA-KL-8341-01	6.56
TCGA-38-4631-01	TCGA-38-4631-01	6.55
TCGA-KK-A6E1-01	TCGA-KK-A6E1-01	6.55
TCGA-ED-A8O6-01	TCGA-ED-A8O6-01	6.53
TCGA-KK-A8IA-01	TCGA-KK-A8IA-01	6.52
TCGA-CC-5264-01	TCGA-CC-5264-01	6.51
TCGA-YL-A9WL-01	TCGA-YL-A9WL-01	6.48
TCGA-IE-A6BZ-01	TCGA-IE-A6BZ-01	6.45
TCGA-PC-A5DM-01	TCGA-PC-A5DM-01	6.45
TCGA-VT-A80G-01	TCGA-VT-A80G-01	6.44
TCGA-WK-A8XS-01	TCGA-WK-A8XS-01	6.42
TCGA-WJ-A86L-01	TCGA-WJ-A86L-01	6.38
TCGA-RC-A6M6-01	TCGA-RC-A6M6-01	6.36
TCGA-FV-A3R2-01	TCGA-FV-A3R2-01	6.35
TCGA-RW-A68A-01	TCGA-RW-A68A-01	6.35
TCGA-HB-A3L4-01	TCGA-HB-A3L4-01	6.24
TCGA-YL-A8SP-01	TCGA-YL-A8SP-01	6.23
TCGA-X6-A8C4-01	TCGA-X6-A8C4-01	6.2
TCGA-D6-A6ES-01	TCGA-D6-A6ES-01	6.12
TCGA-3B-A9HR-01	TCGA-3B-A9HR-01	6.06
TCGA-DX-A6YV-01	TCGA-DX-A6YV-01	6.05
TCGA-DD-AAE6-01	TCGA-DD-AAE6-01	5.97
TCGA-DQ-7588-01	TCGA-DQ-7588-01	5.94
TCGA-IN-A6RO-01	TCGA-IN-A6RO-01	5.8
TCGA-NH-A8F7-06	TCGA-NH-A8F7-06	5.65
TCGA-AX-A1C7-01	TCGA-AX-A1C7-01	5.35
TCGA-QQ-A5VC-01	TCGA-QQ-A5VC-01	5.09
TCGA-IE-A4EK-01	TCGA-IE-A4EK-01	4.97
TCGA-6A-AB49-01	TCGA-6A-AB49-01	4.79
TCGA-JV-A75J-01	TCGA-JV-A75J-01	4.78
1e6ab7a1-592b-416a-bffe-0d62b2203c34	1e6ab7a1-592b-416a-bffe-0d62b2203c34	
461a96e2-2417-46e3-b052-ba2937278698	461a96e2-2417-46e3-b052-ba2937278698	
5b5f7e11-39e9-4b4b-bf71-71b7930ba515	5b5f7e11-39e9-4b4b-bf71-71b7930ba515	
88936116-2462-4be0-827e-dd84874cc1dc	88936116-2462-4be0-827e-dd84874cc1dc	
8fbe00a1-0cab-4197-a9cf-b3530cd07d1c	8fbe00a1-0cab-4197-a9cf-b3530cd07d1c	
9a5839a4-1363-457d-9937-429bef46ab34	9a5839a4-1363-457d-9937-429bef46ab34	
TCGA-01-0628-11	TCGA-01-0628-11	
TCGA-01-0629-11	TCGA-01-0629-11	
TCGA-01-0630-11	TCGA-01-0630-11	
TCGA-01-0631-11	TCGA-01-0631-11	
TCGA-01-0633-11	TCGA-01-0633-11	
TCGA-01-0636-11	TCGA-01-0636-11	
TCGA-01-0637-11	TCGA-01-0637-11	
TCGA-01-0638-11	TCGA-01-0638-11	
TCGA-01-0639-11	TCGA-01-0639-11	
TCGA-01-0642-11	TCGA-01-0642-11	
TCGA-02-0001-01	TCGA-02-0001-01	
TCGA-02-0002-01	TCGA-02-0002-01	
TCGA-02-0003-01	TCGA-02-0003-01	
TCGA-02-0004-01	TCGA-02-0004-01	
TCGA-02-0006-01	TCGA-02-0006-01	
TCGA-02-0007-01	TCGA-02-0007-01	
TCGA-02-0009-01	TCGA-02-0009-01	
TCGA-02-0010-01	TCGA-02-0010-01	
TCGA-02-0011-01	TCGA-02-0011-01	
TCGA-02-0014-01	TCGA-02-0014-01	
TCGA-02-0015-01	TCGA-02-0015-01	
TCGA-02-0016-01	TCGA-02-0016-01	
TCGA-02-0021-01	TCGA-02-0021-01	
TCGA-02-0023-01	TCGA-02-0023-01	
TCGA-02-0024-01	TCGA-02-0024-01	
TCGA-02-0025-01	TCGA-02-0025-01	
TCGA-02-0026-01	TCGA-02-0026-01	
TCGA-02-0027-01	TCGA-02-0027-01	
TCGA-02-0028-01	TCGA-02-0028-01	
TCGA-02-0033-01	TCGA-02-0033-01	
TCGA-02-0034-01	TCGA-02-0034-01	
TCGA-02-0037-01	TCGA-02-0037-01	
TCGA-02-0038-01	TCGA-02-0038-01	
TCGA-02-0039-01	TCGA-02-0039-01	
TCGA-02-0043-01	TCGA-02-0043-01	
TCGA-02-0046-01	TCGA-02-0046-01	
TCGA-02-0048-01	TCGA-02-0048-01	
TCGA-02-0051-01	TCGA-02-0051-01	
TCGA-02-0052-01	TCGA-02-0052-01	
TCGA-02-0054-01	TCGA-02-0054-01	
TCGA-02-0057-01	TCGA-02-0057-01	
TCGA-02-0058-01	TCGA-02-0058-01	
TCGA-02-0059-01	TCGA-02-0059-01	
TCGA-02-0060-01	TCGA-02-0060-01	
TCGA-02-0064-01	TCGA-02-0064-01	
TCGA-02-0068-01	TCGA-02-0068-01	
TCGA-02-0069-01	TCGA-02-0069-01	
TCGA-02-0070-01	TCGA-02-0070-01	
TCGA-02-0071-01	TCGA-02-0071-01	
TCGA-02-0074-01	TCGA-02-0074-01	
TCGA-02-0075-01	TCGA-02-0075-01	
TCGA-02-0079-01	TCGA-02-0079-01	
TCGA-02-0080-01	TCGA-02-0080-01	
TCGA-02-0083-01	TCGA-02-0083-01	
TCGA-02-0084-01	TCGA-02-0084-01	
TCGA-02-0085-01	TCGA-02-0085-01	
TCGA-02-0086-01	TCGA-02-0086-01	
TCGA-02-0087-01	TCGA-02-0087-01	
TCGA-02-0089-01	TCGA-02-0089-01	
TCGA-02-0099-01	TCGA-02-0099-01	
TCGA-02-0102-01	TCGA-02-0102-01	
TCGA-02-0104-01	TCGA-02-0104-01	
TCGA-02-0106-01	TCGA-02-0106-01	
TCGA-02-0107-01	TCGA-02-0107-01	
TCGA-02-0111-01	TCGA-02-0111-01	
TCGA-02-0113-01	TCGA-02-0113-01	
TCGA-02-0114-01	TCGA-02-0114-01	
TCGA-02-0115-01	TCGA-02-0115-01	
TCGA-02-0116-01	TCGA-02-0116-01	
TCGA-02-0250-01	TCGA-02-0250-01	
TCGA-02-0258-01	TCGA-02-0258-01	
TCGA-02-0260-01	TCGA-02-0260-01	
TCGA-02-0266-01	TCGA-02-0266-01	
TCGA-02-0269-01	TCGA-02-0269-01	
TCGA-02-0271-01	TCGA-02-0271-01	
TCGA-02-0281-01	TCGA-02-0281-01	
TCGA-02-0285-01	TCGA-02-0285-01	
TCGA-02-0289-01	TCGA-02-0289-01	
TCGA-02-0290-01	TCGA-02-0290-01	
TCGA-02-0317-01	TCGA-02-0317-01	
TCGA-02-0321-01	TCGA-02-0321-01	
TCGA-02-0324-01	TCGA-02-0324-01	
TCGA-02-0325-01	TCGA-02-0325-01	
TCGA-02-0326-01	TCGA-02-0326-01	
TCGA-02-0329-01	TCGA-02-0329-01	
TCGA-02-0330-01	TCGA-02-0330-01	
TCGA-02-0332-01	TCGA-02-0332-01	
TCGA-02-0333-01	TCGA-02-0333-01	
TCGA-02-0336-01	TCGA-02-0336-01	
TCGA-02-0337-01	TCGA-02-0337-01	
TCGA-02-0338-01	TCGA-02-0338-01	
TCGA-02-0339-01	TCGA-02-0339-01	
TCGA-02-0422-01	TCGA-02-0422-01	
TCGA-02-0430-01	TCGA-02-0430-01	
TCGA-02-0432-01	TCGA-02-0432-01	
TCGA-02-0439-01	TCGA-02-0439-01	
TCGA-02-0440-01	TCGA-02-0440-01	
TCGA-02-0446-01	TCGA-02-0446-01	
TCGA-02-0451-01	TCGA-02-0451-01	
TCGA-02-0456-01	TCGA-02-0456-01	
TCGA-02-2466-01	TCGA-02-2466-01	
TCGA-02-2470-01	TCGA-02-2470-01	
TCGA-04-1331-01	TCGA-04-1331-01	
TCGA-04-1332-01	TCGA-04-1332-01	
TCGA-04-1335-01	TCGA-04-1335-01	
TCGA-04-1336-01	TCGA-04-1336-01	
TCGA-04-1337-01	TCGA-04-1337-01	
TCGA-04-1338-01	TCGA-04-1338-01	
TCGA-04-1341-01	TCGA-04-1341-01	
TCGA-04-1342-01	TCGA-04-1342-01	
TCGA-04-1343-01	TCGA-04-1343-01	
TCGA-04-1346-01	TCGA-04-1346-01	
TCGA-04-1347-01	TCGA-04-1347-01	
TCGA-04-1349-01	TCGA-04-1349-01	
TCGA-04-1350-01	TCGA-04-1350-01	
TCGA-04-1351-01	TCGA-04-1351-01	
TCGA-04-1353-01	TCGA-04-1353-01	
TCGA-04-1353-11	TCGA-04-1353-11	
TCGA-04-1356-01	TCGA-04-1356-01	
TCGA-04-1360-01	TCGA-04-1360-01	
TCGA-04-1361-01	TCGA-04-1361-01	
TCGA-04-1367-01	TCGA-04-1367-01	
TCGA-04-1369-01	TCGA-04-1369-01	
TCGA-04-1369-11	TCGA-04-1369-11	
TCGA-04-1370-01	TCGA-04-1370-01	
TCGA-04-1371-01	TCGA-04-1371-01	
TCGA-04-1516-01	TCGA-04-1516-01	
TCGA-04-1516-11	TCGA-04-1516-11	
TCGA-04-1517-01	TCGA-04-1517-01	
TCGA-04-1525-01	TCGA-04-1525-01	
TCGA-04-1530-01	TCGA-04-1530-01	
TCGA-04-1536-01	TCGA-04-1536-01	
TCGA-04-1542-01	TCGA-04-1542-01	
TCGA-04-1638-01	TCGA-04-1638-01	
TCGA-04-1644-01	TCGA-04-1644-01	
TCGA-04-1644-11	TCGA-04-1644-11	
TCGA-04-1646-01	TCGA-04-1646-01	
TCGA-04-1648-01	TCGA-04-1648-01	
TCGA-04-1649-01	TCGA-04-1649-01	
TCGA-04-1651-01	TCGA-04-1651-01	
TCGA-04-1652-01	TCGA-04-1652-01	
TCGA-04-1654-01	TCGA-04-1654-01	
TCGA-04-1655-01	TCGA-04-1655-01	
TCGA-05-5420-11	TCGA-05-5420-11	
TCGA-06-0119-01	TCGA-06-0119-01	
TCGA-06-0121-01	TCGA-06-0121-01	
TCGA-06-0122-01	TCGA-06-0122-01	
TCGA-06-0124-01	TCGA-06-0124-01	
TCGA-06-0126-01	TCGA-06-0126-01	
TCGA-06-0127-01	TCGA-06-0127-01	
TCGA-06-0128-01	TCGA-06-0128-01	
TCGA-06-0131-01	TCGA-06-0131-01	
TCGA-06-0133-01	TCGA-06-0133-01	
TCGA-06-0137-01	TCGA-06-0137-01	
TCGA-06-0139-01	TCGA-06-0139-01	
TCGA-06-0140-01	TCGA-06-0140-01	
TCGA-06-0142-01	TCGA-06-0142-01	
TCGA-06-0143-01	TCGA-06-0143-01	
TCGA-06-0145-01	TCGA-06-0145-01	
TCGA-06-0146-01	TCGA-06-0146-01	
TCGA-06-0147-01	TCGA-06-0147-01	
TCGA-06-0148-01	TCGA-06-0148-01	
TCGA-06-0149-01	TCGA-06-0149-01	
TCGA-06-0150-01	TCGA-06-0150-01	
TCGA-06-0151-01	TCGA-06-0151-01	
TCGA-06-0152-01	TCGA-06-0152-01	
TCGA-06-0154-01	TCGA-06-0154-01	
TCGA-06-0155-01	TCGA-06-0155-01	
TCGA-06-0159-01	TCGA-06-0159-01	
TCGA-06-0160-01	TCGA-06-0160-01	
TCGA-06-0162-01	TCGA-06-0162-01	
TCGA-06-0164-01	TCGA-06-0164-01	
TCGA-06-0165-01	TCGA-06-0165-01	
TCGA-06-0166-01	TCGA-06-0166-01	
TCGA-06-0167-01	TCGA-06-0167-01	
TCGA-06-0169-01	TCGA-06-0169-01	
TCGA-06-0171-01	TCGA-06-0171-01	
TCGA-06-0173-01	TCGA-06-0173-01	
TCGA-06-0175-01	TCGA-06-0175-01	
TCGA-06-0176-01	TCGA-06-0176-01	
TCGA-06-0177-01	TCGA-06-0177-01	
TCGA-06-0179-01	TCGA-06-0179-01	
TCGA-06-0182-01	TCGA-06-0182-01	
TCGA-06-0185-01	TCGA-06-0185-01	
TCGA-06-0188-01	TCGA-06-0188-01	
TCGA-06-0189-01	TCGA-06-0189-01	
TCGA-06-0192-01	TCGA-06-0192-01	
TCGA-06-0194-01	TCGA-06-0194-01	
TCGA-06-0195-01	TCGA-06-0195-01	
TCGA-06-0197-01	TCGA-06-0197-01	
TCGA-06-0201-01	TCGA-06-0201-01	
TCGA-06-0206-01	TCGA-06-0206-01	
TCGA-06-0208-01	TCGA-06-0208-01	
TCGA-06-0209-01	TCGA-06-0209-01	
TCGA-06-0213-01	TCGA-06-0213-01	
TCGA-06-0214-01	TCGA-06-0214-01	
TCGA-06-0216-01	TCGA-06-0216-01	
TCGA-06-0221-01	TCGA-06-0221-01	
TCGA-06-0237-01	TCGA-06-0237-01	
TCGA-06-0240-01	TCGA-06-0240-01	
TCGA-06-0241-01	TCGA-06-0241-01	
TCGA-06-0394-01	TCGA-06-0394-01	
TCGA-06-0397-01	TCGA-06-0397-01	
TCGA-06-0402-01	TCGA-06-0402-01	
TCGA-06-0409-01	TCGA-06-0409-01	
TCGA-06-0410-01	TCGA-06-0410-01	
TCGA-06-0412-01	TCGA-06-0412-01	
TCGA-06-0413-01	TCGA-06-0413-01	
TCGA-06-0414-01	TCGA-06-0414-01	
TCGA-06-0648-01	TCGA-06-0648-01	
TCGA-06-0650-01	TCGA-06-0650-01	
TCGA-06-0875-01	TCGA-06-0875-01	
TCGA-06-0876-01	TCGA-06-0876-01	
TCGA-06-0877-01	TCGA-06-0877-01	
TCGA-06-0879-01	TCGA-06-0879-01	
TCGA-06-0881-01	TCGA-06-0881-01	
TCGA-06-0939-01	TCGA-06-0939-01	
TCGA-06-1084-01	TCGA-06-1084-01	
TCGA-06-1086-01	TCGA-06-1086-01	
TCGA-06-1087-01	TCGA-06-1087-01	
TCGA-06-1800-01	TCGA-06-1800-01	
TCGA-06-1801-01	TCGA-06-1801-01	
TCGA-06-1802-01	TCGA-06-1802-01	
TCGA-06-1805-01	TCGA-06-1805-01	
TCGA-06-1806-01	TCGA-06-1806-01	
TCGA-06-2566-01	TCGA-06-2566-01	
TCGA-06-6388-01	TCGA-06-6388-01	
TCGA-06-6389-01	TCGA-06-6389-01	
TCGA-06-6390-01	TCGA-06-6390-01	
TCGA-06-6391-01	TCGA-06-6391-01	
TCGA-06-6693-01	TCGA-06-6693-01	
TCGA-06-6694-01	TCGA-06-6694-01	
TCGA-06-6695-01	TCGA-06-6695-01	
TCGA-06-6697-01	TCGA-06-6697-01	
TCGA-06-6698-01	TCGA-06-6698-01	
TCGA-06-6699-01	TCGA-06-6699-01	
TCGA-06-6700-01	TCGA-06-6700-01	
TCGA-06-6701-01	TCGA-06-6701-01	
TCGA-06-A5U0-01	TCGA-06-A5U0-01	
TCGA-06-A5U1-01	TCGA-06-A5U1-01	
TCGA-06-A6S0-01	TCGA-06-A6S0-01	
TCGA-06-A6S1-01	TCGA-06-A6S1-01	
TCGA-06-A7TK-01	TCGA-06-A7TK-01	
TCGA-06-A7TL-01	TCGA-06-A7TL-01	
TCGA-07-0249-20	TCGA-07-0249-20	
TCGA-08-0244-01	TCGA-08-0244-01	
TCGA-08-0245-01	TCGA-08-0245-01	
TCGA-08-0246-01	TCGA-08-0246-01	
TCGA-08-0344-01	TCGA-08-0344-01	
TCGA-08-0345-01	TCGA-08-0345-01	
TCGA-08-0346-01	TCGA-08-0346-01	
TCGA-08-0347-01	TCGA-08-0347-01	
TCGA-08-0348-01	TCGA-08-0348-01	
TCGA-08-0349-01	TCGA-08-0349-01	
TCGA-08-0350-01	TCGA-08-0350-01	
TCGA-08-0351-01	TCGA-08-0351-01	
TCGA-08-0352-01	TCGA-08-0352-01	
TCGA-08-0353-01	TCGA-08-0353-01	
TCGA-08-0354-01	TCGA-08-0354-01	
TCGA-08-0355-01	TCGA-08-0355-01	
TCGA-08-0356-01	TCGA-08-0356-01	
TCGA-08-0357-01	TCGA-08-0357-01	
TCGA-08-0358-01	TCGA-08-0358-01	
TCGA-08-0359-01	TCGA-08-0359-01	
TCGA-08-0360-01	TCGA-08-0360-01	
TCGA-08-0373-01	TCGA-08-0373-01	
TCGA-08-0375-01	TCGA-08-0375-01	
TCGA-08-0380-01	TCGA-08-0380-01	
TCGA-08-0385-01	TCGA-08-0385-01	
TCGA-08-0389-01	TCGA-08-0389-01	
TCGA-08-0390-01	TCGA-08-0390-01	
TCGA-08-0392-01	TCGA-08-0392-01	
TCGA-08-0509-01	TCGA-08-0509-01	
TCGA-08-0510-01	TCGA-08-0510-01	
TCGA-08-0511-01	TCGA-08-0511-01	
TCGA-08-0512-01	TCGA-08-0512-01	
TCGA-08-0514-01	TCGA-08-0514-01	
TCGA-08-0516-01	TCGA-08-0516-01	
TCGA-08-0517-01	TCGA-08-0517-01	
TCGA-08-0518-01	TCGA-08-0518-01	
TCGA-08-0520-01	TCGA-08-0520-01	
TCGA-08-0521-01	TCGA-08-0521-01	
TCGA-08-0522-01	TCGA-08-0522-01	
TCGA-08-0524-01	TCGA-08-0524-01	
TCGA-08-0525-01	TCGA-08-0525-01	
TCGA-08-0529-01	TCGA-08-0529-01	
TCGA-08-0531-01	TCGA-08-0531-01	
TCGA-09-0365-01	TCGA-09-0365-01	
TCGA-09-1661-01	TCGA-09-1661-01	
TCGA-09-1664-01	TCGA-09-1664-01	
TCGA-09-1665-01	TCGA-09-1665-01	
TCGA-09-1672-01	TCGA-09-1672-01	
TCGA-09-1675-01	TCGA-09-1675-01	
TCGA-09-2043-01	TCGA-09-2043-01	
TCGA-09-2049-01	TCGA-09-2049-01	
TCGA-09-2050-01	TCGA-09-2050-01	
TCGA-09-2053-01	TCGA-09-2053-01	
TCGA-09-2055-01	TCGA-09-2055-01	
TCGA-10-0925-01	TCGA-10-0925-01	
TCGA-10-0926-01	TCGA-10-0926-01	
TCGA-10-0927-01	TCGA-10-0927-01	
TCGA-10-0930-01	TCGA-10-0930-01	
TCGA-10-0931-01	TCGA-10-0931-01	
TCGA-10-0933-01	TCGA-10-0933-01	
TCGA-10-0934-01	TCGA-10-0934-01	
TCGA-10-0935-01	TCGA-10-0935-01	
TCGA-10-0937-01	TCGA-10-0937-01	
TCGA-10-0938-01	TCGA-10-0938-01	
TCGA-12-0615-01	TCGA-12-0615-01	
TCGA-12-0620-01	TCGA-12-0620-01	
TCGA-12-0653-01	TCGA-12-0653-01	
TCGA-12-0654-01	TCGA-12-0654-01	
TCGA-12-0656-01	TCGA-12-0656-01	
TCGA-12-0657-01	TCGA-12-0657-01	
TCGA-12-0662-01	TCGA-12-0662-01	
TCGA-12-0670-01	TCGA-12-0670-01	
TCGA-12-0688-01	TCGA-12-0688-01	
TCGA-12-0691-01	TCGA-12-0691-01	
TCGA-12-0692-01	TCGA-12-0692-01	
TCGA-12-0703-01	TCGA-12-0703-01	
TCGA-12-0707-01	TCGA-12-0707-01	
TCGA-12-0769-01	TCGA-12-0769-01	
TCGA-12-0772-01	TCGA-12-0772-01	
TCGA-12-0773-01	TCGA-12-0773-01	
TCGA-12-0775-01	TCGA-12-0775-01	
TCGA-12-0776-01	TCGA-12-0776-01	
TCGA-12-0778-01	TCGA-12-0778-01	
TCGA-12-0780-01	TCGA-12-0780-01	
TCGA-12-0818-01	TCGA-12-0818-01	
TCGA-12-0819-01	TCGA-12-0819-01	
TCGA-12-0820-01	TCGA-12-0820-01	
TCGA-12-0822-01	TCGA-12-0822-01	
TCGA-12-0826-01	TCGA-12-0826-01	
TCGA-12-0827-01	TCGA-12-0827-01	
TCGA-12-0828-01	TCGA-12-0828-01	
TCGA-12-0829-01	TCGA-12-0829-01	
TCGA-12-1088-01	TCGA-12-1088-01	
TCGA-12-1089-01	TCGA-12-1089-01	
TCGA-12-1090-01	TCGA-12-1090-01	
TCGA-12-1091-01	TCGA-12-1091-01	
TCGA-12-1092-01	TCGA-12-1092-01	
TCGA-12-1093-01	TCGA-12-1093-01	
TCGA-12-1094-01	TCGA-12-1094-01	
TCGA-12-1095-01	TCGA-12-1095-01	
TCGA-12-1096-01	TCGA-12-1096-01	
TCGA-12-1097-01	TCGA-12-1097-01	
TCGA-12-1098-01	TCGA-12-1098-01	
TCGA-12-1099-01	TCGA-12-1099-01	
TCGA-12-1598-01	TCGA-12-1598-01	
TCGA-12-1599-01	TCGA-12-1599-01	
TCGA-12-1600-01	TCGA-12-1600-01	
TCGA-12-1601-01	TCGA-12-1601-01	
TCGA-12-1602-01	TCGA-12-1602-01	
TCGA-12-3644-01	TCGA-12-3644-01	
TCGA-12-3646-01	TCGA-12-3646-01	
TCGA-12-3648-01	TCGA-12-3648-01	
TCGA-12-3649-01	TCGA-12-3649-01	
TCGA-12-3651-01	TCGA-12-3651-01	
TCGA-12-5301-01	TCGA-12-5301-01	
TCGA-13-0714-01	TCGA-13-0714-01	
TCGA-13-0717-01	TCGA-13-0717-01	
TCGA-13-0720-01	TCGA-13-0720-01	
TCGA-13-0723-01	TCGA-13-0723-01	
TCGA-13-0724-01	TCGA-13-0724-01	
TCGA-13-0725-01	TCGA-13-0725-01	
TCGA-13-0726-01	TCGA-13-0726-01	
TCGA-13-0727-01	TCGA-13-0727-01	
TCGA-13-0751-01	TCGA-13-0751-01	
TCGA-13-0755-01	TCGA-13-0755-01	
TCGA-13-0757-01	TCGA-13-0757-01	
TCGA-13-0758-01	TCGA-13-0758-01	
TCGA-13-0760-01	TCGA-13-0760-01	
TCGA-13-0761-01	TCGA-13-0761-01	
TCGA-13-0762-01	TCGA-13-0762-01	
TCGA-13-0764-01	TCGA-13-0764-01	
TCGA-13-0765-01	TCGA-13-0765-01	
TCGA-13-0766-01	TCGA-13-0766-01	
TCGA-13-0768-01	TCGA-13-0768-01	
TCGA-13-0791-01	TCGA-13-0791-01	
TCGA-13-0791-02	TCGA-13-0791-02	
TCGA-13-0792-01	TCGA-13-0792-01	
TCGA-13-0793-01	TCGA-13-0793-01	
TCGA-13-0794-01	TCGA-13-0794-01	
TCGA-13-0795-01	TCGA-13-0795-01	
TCGA-13-0797-01	TCGA-13-0797-01	
TCGA-13-0802-01	TCGA-13-0802-01	
TCGA-13-0803-01	TCGA-13-0803-01	
TCGA-13-0804-01	TCGA-13-0804-01	
TCGA-13-0805-01	TCGA-13-0805-01	
TCGA-13-0807-01	TCGA-13-0807-01	
TCGA-13-0883-01	TCGA-13-0883-01	
TCGA-13-0884-01	TCGA-13-0884-01	
TCGA-13-0885-01	TCGA-13-0885-01	
TCGA-13-0886-01	TCGA-13-0886-01	
TCGA-13-0887-01	TCGA-13-0887-01	
TCGA-13-0888-01	TCGA-13-0888-01	
TCGA-13-0889-01	TCGA-13-0889-01	
TCGA-13-0891-01	TCGA-13-0891-01	
TCGA-13-0894-01	TCGA-13-0894-01	
TCGA-13-0900-01	TCGA-13-0900-01	
TCGA-13-0901-01	TCGA-13-0901-01	
TCGA-13-0903-01	TCGA-13-0903-01	
TCGA-13-0904-01	TCGA-13-0904-01	
TCGA-13-0905-01	TCGA-13-0905-01	
