sample	samples	TP53 (average)
TCGA-36-2534-01	TCGA-36-2534-01	-0.6457
TCGA-AC-A3QQ-01	TCGA-AC-A3QQ-01	-0.6461
TCGA-04-1519-01	TCGA-04-1519-01	-0.6463
TCGA-D5-5540-01	TCGA-D5-5540-01	-0.6464
TCGA-2F-A9KR-01	TCGA-2F-A9KR-01	-0.6467
TCGA-S7-A7WX-01	TCGA-S7-A7WX-01	-0.647
TCGA-2Y-A9HA-01	TCGA-2Y-A9HA-01	-0.6477
TCGA-CQ-6228-01	TCGA-CQ-6228-01	-0.6478
TCGA-26-5133-01	TCGA-26-5133-01	-0.6479
TCGA-25-2391-01	TCGA-25-2391-01	-0.6484
TCGA-AG-A01L-01	TCGA-AG-A01L-01	-0.6494000000000001
TCGA-AG-4021-01	TCGA-AG-4021-01	-0.6503
TCGA-DM-A282-01	TCGA-DM-A282-01	-0.6503
TCGA-DX-A3U9-01	TCGA-DX-A3U9-01	-0.6504
TCGA-AZ-6603-01	TCGA-AZ-6603-01	-0.6512
TCGA-FX-A3TO-01	TCGA-FX-A3TO-01	-0.6516
TCGA-WB-A80V-01	TCGA-WB-A80V-01	-0.6523
TCGA-DY-A1DC-01	TCGA-DY-A1DC-01	-0.6525
TCGA-61-1918-01	TCGA-61-1918-01	-0.6526
TCGA-EE-A2MN-06	TCGA-EE-A2MN-06	-0.6528
TCGA-36-1568-01	TCGA-36-1568-01	-0.6531
TCGA-L5-A4OX-01	TCGA-L5-A4OX-01	-0.6531
TCGA-KK-A7AY-01	TCGA-KK-A7AY-01	-0.6533
TCGA-67-3773-01	TCGA-67-3773-01	-0.6535
TCGA-3P-A9WA-01	TCGA-3P-A9WA-01	-0.6539999999999999
TCGA-WB-A81F-01	TCGA-WB-A81F-01	-0.6539999999999999
TCGA-29-1704-01	TCGA-29-1704-01	-0.6549
TCGA-QR-A6H1-01	TCGA-QR-A6H1-01	-0.655
TCGA-AG-A00Y-01	TCGA-AG-A00Y-01	-0.6553
TCGA-FS-A1ZY-06	TCGA-FS-A1ZY-06	-0.6554
TCGA-D8-A1X9-01	TCGA-D8-A1X9-01	-0.656
TCGA-3B-A9HY-01	TCGA-3B-A9HY-01	-0.6561
TCGA-AO-A03V-01	TCGA-AO-A03V-01	-0.6561
TCGA-13-A5FT-01	TCGA-13-A5FT-01	-0.6562
TCGA-CC-5263-01	TCGA-CC-5263-01	-0.6565
TCGA-24-1549-01	TCGA-24-1549-01	-0.6567
TCGA-DX-A3U7-01	TCGA-DX-A3U7-01	-0.656824410551708
TCGA-13-0884-01	TCGA-13-0884-01	-0.6569
TCGA-DX-AB2Z-01	TCGA-DX-AB2Z-01	-0.6579726151671053
TCGA-E2-A15S-01	TCGA-E2-A15S-01	-0.6581000000000001
TCGA-3B-A9HP-01	TCGA-3B-A9HP-01	-0.6582000000000001
TCGA-A8-A093-01	TCGA-A8-A093-01	-0.6585000000000001
TCGA-23-1029-01	TCGA-23-1029-01	-0.6594
TCGA-DM-A0XD-01	TCGA-DM-A0XD-01	-0.6597
TCGA-SI-AA8C-01	TCGA-SI-AA8C-01	-0.6605
TCGA-HC-A9TH-01	TCGA-HC-A9TH-01	-0.6613
TCGA-42-2582-01	TCGA-42-2582-01	-0.6618
TCGA-HQ-A2OE-01	TCGA-HQ-A2OE-01	-0.6619
TCGA-DD-AACH-01	TCGA-DD-AACH-01	-0.6624
TCGA-CM-6679-01	TCGA-CM-6679-01	-0.6625
TCGA-DS-A0VL-01	TCGA-DS-A0VL-01	-0.6627
TCGA-SS-A7HO-01	TCGA-SS-A7HO-01	-0.6631999999999999
TCGA-VP-A87D-01	TCGA-VP-A87D-01	-0.6636999999999998
TCGA-WK-A8XY-01	TCGA-WK-A8XY-01	-0.6642
TCGA-S3-A6ZH-01	TCGA-S3-A6ZH-01	-0.6645
TCGA-G3-AAV1-01	TCGA-G3-AAV1-01	-0.6652
TCGA-09-1666-01	TCGA-09-1666-01	-0.6653
TCGA-AX-A1C7-01	TCGA-AX-A1C7-01	-0.6653
TCGA-OL-A5DA-01	TCGA-OL-A5DA-01	-0.666
TCGA-23-2081-01	TCGA-23-2081-01	-0.6666
TCGA-61-2109-01	TCGA-61-2109-01	-0.6669000000000002
TCGA-G3-A25Z-01	TCGA-G3-A25Z-01	-0.6672000000000001
TCGA-DD-AAE2-01	TCGA-DD-AAE2-01	-0.6682
TCGA-DX-A48J-01	TCGA-DX-A48J-01	-0.6682
TCGA-50-5931-01	TCGA-50-5931-01	-0.6683
TCGA-A6-6140-01	TCGA-A6-6140-01	-0.6685
TCGA-AA-3519-01	TCGA-AA-3519-01	-0.6685
TCGA-D3-A5GO-06	TCGA-D3-A5GO-06	-0.6687
TCGA-N5-A4RM-01	TCGA-N5-A4RM-01	-0.6692
TCGA-09-1675-01	TCGA-09-1675-01	-0.6695
TCGA-13-0799-01	TCGA-13-0799-01	-0.6696
TCGA-WB-A80P-01	TCGA-WB-A80P-01	-0.6702
TCGA-09-1669-01	TCGA-09-1669-01	-0.6703
TCGA-EK-A3GJ-01	TCGA-EK-A3GJ-01	-0.6706
TCGA-13-1498-01	TCGA-13-1498-01	-0.6712
TCGA-AG-3575-01	TCGA-AG-3575-01	-0.6713
TCGA-FS-A1YW-06	TCGA-FS-A1YW-06	-0.6719
TCGA-AA-3517-01	TCGA-AA-3517-01	-0.6722
TCGA-13-0727-01	TCGA-13-0727-01	-0.6725
TCGA-PG-A914-01	TCGA-PG-A914-01	-0.6726
TCGA-76-4934-01	TCGA-76-4934-01	-0.6727
TCGA-DM-A1DB-01	TCGA-DM-A1DB-01	-0.6727
TCGA-3B-A9HQ-01	TCGA-3B-A9HQ-01	-0.6729
TCGA-DD-AADL-01	TCGA-DD-AADL-01	-0.6733
TCGA-DA-A1HY-06	TCGA-DA-A1HY-06	-0.6738
TCGA-O2-A5IB-01	TCGA-O2-A5IB-01	-0.674
TCGA-WB-A818-01	TCGA-WB-A818-01	-0.6746
TCGA-13-0797-01	TCGA-13-0797-01	-0.6748
TCGA-YL-A8SA-01	TCGA-YL-A8SA-01	-0.6766999999999999
TCGA-29-1705-01	TCGA-29-1705-01	-0.677
TCGA-61-1734-01	TCGA-61-1734-01	-0.6777
TCGA-HE-7130-01	TCGA-HE-7130-01	-0.6777
TCGA-PR-A5PG-01	TCGA-PR-A5PG-01	-0.6777
TCGA-24-1416-01	TCGA-24-1416-01	-0.6783
TCGA-72-4236-01	TCGA-72-4236-01	-0.6787
TCGA-CV-7253-01	TCGA-CV-7253-01	-0.6787
TCGA-DD-AAEA-01	TCGA-DD-AAEA-01	-0.6789
TCGA-14-1453-01	TCGA-14-1453-01	-0.679
TCGA-A1-A0SQ-01	TCGA-A1-A0SQ-01	-0.6793
TCGA-D8-A1XS-01	TCGA-D8-A1XS-01	-0.6796
TCGA-04-1517-01	TCGA-04-1517-01	-0.6798
TCGA-JW-A69B-01	TCGA-JW-A69B-01	-0.6804000000000001
TCGA-DV-A4VX-01	TCGA-DV-A4VX-01	-0.6806000000000001
TCGA-K1-A3PN-02	TCGA-K1-A3PN-02	-0.6807000000000001
TCGA-AA-3496-01	TCGA-AA-3496-01	-0.6811
TCGA-HS-A5NA-01	TCGA-HS-A5NA-01	-0.6815
TCGA-NA-A5I1-01	TCGA-NA-A5I1-01	-0.6817
TCGA-29-1776-01	TCGA-29-1776-01	-0.6823
TCGA-AC-A3TN-01	TCGA-AC-A3TN-01	-0.6826
TCGA-DD-A11C-01	TCGA-DD-A11C-01	-0.6827
TCGA-63-A5MY-01	TCGA-63-A5MY-01	-0.6835
TCGA-G2-A2EL-01	TCGA-G2-A2EL-01	-0.6839
TCGA-UB-A7MB-01	TCGA-UB-A7MB-01	-0.6839
TCGA-D1-A1NX-01	TCGA-D1-A1NX-01	-0.684
TCGA-VS-A9UO-01	TCGA-VS-A9UO-01	-0.6842
TCGA-A8-A07P-01	TCGA-A8-A07P-01	-0.6843
TCGA-C8-A1HO-01	TCGA-C8-A1HO-01	-0.6844
TCGA-W5-AA31-01	TCGA-W5-AA31-01	-0.6844
TCGA-G3-A5SJ-01	TCGA-G3-A5SJ-01	-0.6849999999999999
TCGA-SQ-A6I6-01	TCGA-SQ-A6I6-01	-0.6849999999999999
TCGA-FV-A3R2-01	TCGA-FV-A3R2-01	-0.6851999999999999
TCGA-BH-A0HK-01	TCGA-BH-A0HK-01	-0.6853999999999999
TCGA-DX-A48V-01	TCGA-DX-A48V-01	-0.6862
TCGA-DD-A1EH-01	TCGA-DD-A1EH-01	-0.6866
TCGA-14-1396-01	TCGA-14-1396-01	-0.6867
TCGA-AA-3542-01	TCGA-AA-3542-01	-0.6869
TCGA-RQ-AAAT-01	TCGA-RQ-AAAT-01	-0.687
TCGA-DM-A1D0-01	TCGA-DM-A1D0-01	-0.6876
TCGA-EO-A2CH-01	TCGA-EO-A2CH-01	-0.6877
TCGA-QR-A6GY-01	TCGA-QR-A6GY-01	-0.6877
TCGA-BC-A217-01	TCGA-BC-A217-01	-0.6879
TCGA-05-4397-01	TCGA-05-4397-01	-0.6886
TCGA-AA-3544-01	TCGA-AA-3544-01	-0.6886
TCGA-FS-A1ZU-06	TCGA-FS-A1ZU-06	-0.6887
TCGA-4J-AA1J-01	TCGA-4J-AA1J-01	-0.6894000000000001
TCGA-AG-3727-01	TCGA-AG-3727-01	-0.6898000000000001
TCGA-AC-A7VB-01	TCGA-AC-A7VB-01	-0.6903
TCGA-HC-7230-01	TCGA-HC-7230-01	-0.6905
TCGA-QR-A6GU-01	TCGA-QR-A6GU-01	-0.6909
TCGA-AB-2933-03	TCGA-AB-2933-03	-0.6912
TCGA-FS-A4F9-06	TCGA-FS-A4F9-06	-0.692
TCGA-AA-A01Z-01	TCGA-AA-A01Z-01	-0.6921
TCGA-61-1903-01	TCGA-61-1903-01	-0.6923
TCGA-DX-A48O-01	TCGA-DX-A48O-01	-0.6923
TCGA-BC-A69H-01	TCGA-BC-A69H-01	-0.6925
TCGA-C5-A7UC-01	TCGA-C5-A7UC-01	-0.693
TCGA-DM-A1D4-01	TCGA-DM-A1D4-01	-0.6936
TCGA-NC-A5HG-01	TCGA-NC-A5HG-01	-0.6939
TCGA-ZF-A9RL-01	TCGA-ZF-A9RL-01	-0.6943999999999999
TCGA-2A-A8VT-01	TCGA-2A-A8VT-01	-0.6944999999999999
TCGA-EI-6509-01	TCGA-EI-6509-01	-0.6944999999999999
TCGA-14-1034-01	TCGA-14-1034-01	-0.6946999999999999
TCGA-A2-A1G4-01	TCGA-A2-A1G4-01	-0.6951
TCGA-DD-AAEE-01	TCGA-DD-AAEE-01	-0.6954
TCGA-BH-A0H0-01	TCGA-BH-A0H0-01	-0.6955
TCGA-EE-A2MQ-06	TCGA-EE-A2MQ-06	-0.6956
TCGA-12-1098-01	TCGA-12-1098-01	-0.6957
TCGA-EY-A210-01	TCGA-EY-A210-01	-0.6973
TCGA-DX-A6B9-01	TCGA-DX-A6B9-01	-0.6975
TCGA-24-2290-01	TCGA-24-2290-01	-0.6978
TCGA-AC-A3EH-01	TCGA-AC-A3EH-01	-0.6993
TCGA-AA-3858-01	TCGA-AA-3858-01	-0.6999
TCGA-D1-A0ZP-01	TCGA-D1-A0ZP-01	-0.7
TCGA-DD-AACG-01	TCGA-DD-AACG-01	-0.7
TCGA-N8-A4PN-01	TCGA-N8-A4PN-01	-0.7001
TCGA-NH-A8F7-06	TCGA-NH-A8F7-06	-0.7001
TCGA-31-1951-01	TCGA-31-1951-01	-0.7004
TCGA-YS-A95B-01	TCGA-YS-A95B-01	-0.7009
TCGA-29-1707-01	TCGA-29-1707-01	-0.701
TCGA-EO-A1Y8-01	TCGA-EO-A1Y8-01	-0.7011
TCGA-AG-3593-01	TCGA-AG-3593-01	-0.7013
TCGA-GJ-A6C0-01	TCGA-GJ-A6C0-01	-0.7015
TCGA-AB-2917-03	TCGA-AB-2917-03	-0.7023
TCGA-PG-A915-01	TCGA-PG-A915-01	-0.7029
TCGA-X6-A7WB-01	TCGA-X6-A7WB-01	-0.7032
TCGA-DD-A3A3-01	TCGA-DD-A3A3-01	-0.7034
TCGA-13-0897-01	TCGA-13-0897-01	-0.7036
TCGA-AN-A04D-01	TCGA-AN-A04D-01	-0.7042
TCGA-AA-3688-01	TCGA-AA-3688-01	-0.7044
TCGA-EE-A3J8-06	TCGA-EE-A3J8-06	-0.7046
TCGA-DD-AAEI-01	TCGA-DD-AAEI-01	-0.7047
TCGA-FV-A23B-01	TCGA-FV-A23B-01	-0.7047
TCGA-OR-A5JY-01	TCGA-OR-A5JY-01	-0.7048
TCGA-AZ-4614-01	TCGA-AZ-4614-01	-0.7054
TCGA-V1-A9ZI-01	TCGA-V1-A9ZI-01	-0.7057
TCGA-DD-AAE1-01	TCGA-DD-AAE1-01	-0.706
TCGA-GC-A3BM-01	TCGA-GC-A3BM-01	-0.7060397151479854
TCGA-WB-A80Y-01	TCGA-WB-A80Y-01	-0.707
TCGA-EP-A2KC-01	TCGA-EP-A2KC-01	-0.7071
TCGA-D3-A51T-06	TCGA-D3-A51T-06	-0.7075999999999999
TCGA-VQ-AA6D-01	TCGA-VQ-AA6D-01	-0.7078999999999999
TCGA-10-0937-01	TCGA-10-0937-01	-0.7080999999999998
TCGA-29-1688-01	TCGA-29-1688-01	-0.7080999999999998
TCGA-BH-A18L-01	TCGA-BH-A18L-01	-0.7089
TCGA-26-1442-01	TCGA-26-1442-01	-0.7092
TCGA-BA-A4IH-01	TCGA-BA-A4IH-01	-0.7093
TCGA-EY-A1GJ-01	TCGA-EY-A1GJ-01	-0.7095
TCGA-G3-A7M6-01	TCGA-G3-A7M6-01	-0.7097
TCGA-19-2629-01	TCGA-19-2629-01	-0.7098
TCGA-EA-A5ZE-01	TCGA-EA-A5ZE-01	-0.71
TCGA-MB-A5YA-01	TCGA-MB-A5YA-01	-0.7102
TCGA-VS-A9UY-01	TCGA-VS-A9UY-01	-0.7102
TCGA-24-1423-01	TCGA-24-1423-01	-0.7106
TCGA-BC-A8YO-01	TCGA-BC-A8YO-01	-0.7106
TCGA-D5-6538-01	TCGA-D5-6538-01	-0.711
TCGA-KK-A59Y-01	TCGA-KK-A59Y-01	-0.7112000000000002
TCGA-CG-4443-01	TCGA-CG-4443-01	-0.7113000000000002
TCGA-OD-A75X-06	TCGA-OD-A75X-06	-0.7113000000000002
TCGA-OL-A5D8-01	TCGA-OL-A5D8-01	-0.7117000000000001
TCGA-29-1711-01	TCGA-29-1711-01	-0.7131
TCGA-CF-A47X-01	TCGA-CF-A47X-01	-0.7131
TCGA-EB-A41B-01	TCGA-EB-A41B-01	-0.7134
TCGA-QT-A5XN-01	TCGA-QT-A5XN-01	-0.7134
TCGA-RC-A7SH-01	TCGA-RC-A7SH-01	-0.7134
TCGA-06-0397-01	TCGA-06-0397-01	-0.7137
TCGA-ER-A2NE-06	TCGA-ER-A2NE-06	-0.7141
TCGA-DD-A39Y-01	TCGA-DD-A39Y-01	-0.7145
TCGA-QR-A70W-01	TCGA-QR-A70W-01	-0.7152
TCGA-VG-A8LO-01	TCGA-VG-A8LO-01	-0.7154
TCGA-S7-A7WL-01	TCGA-S7-A7WL-01	-0.7158
TCGA-BT-A3PH-01	TCGA-BT-A3PH-01	-0.716
TCGA-EE-A2A2-06	TCGA-EE-A2A2-06	-0.7162
TCGA-56-8083-01	TCGA-56-8083-01	-0.7165999999999999
TCGA-XU-A933-01	TCGA-XU-A933-01	-0.7169999999999999
TCGA-EO-A3KW-01	TCGA-EO-A3KW-01	-0.7175
TCGA-CA-5256-01	TCGA-CA-5256-01	-0.7179
TCGA-A2-A04R-01	TCGA-A2-A04R-01	-0.7181
TCGA-E2-A1IG-01	TCGA-E2-A1IG-01	-0.7181
TCGA-AR-A1AS-01	TCGA-AR-A1AS-01	-0.7183
TCGA-J4-A83I-01	TCGA-J4-A83I-01	-0.7184
TCGA-QU-A6IN-01	TCGA-QU-A6IN-01	-0.7188
TCGA-13-0794-01	TCGA-13-0794-01	-0.719
TCGA-EW-A1J3-01	TCGA-EW-A1J3-01	-0.7192
TCGA-24-1927-01	TCGA-24-1927-01	-0.7193
TCGA-DK-A3IS-01	TCGA-DK-A3IS-01	-0.7193
TCGA-GV-A3QK-01	TCGA-GV-A3QK-01	-0.7194
TCGA-04-1365-01	TCGA-04-1365-01	-0.7198
TCGA-AJ-A3I9-01	TCGA-AJ-A3I9-01	-0.72
TCGA-B5-A0K3-01	TCGA-B5-A0K3-01	-0.7208000000000001
TCGA-B6-A0RL-01	TCGA-B6-A0RL-01	-0.7210000000000001
TCGA-WB-A81Q-01	TCGA-WB-A81Q-01	-0.7211000000000001
TCGA-66-2757-01	TCGA-66-2757-01	-0.7216
TCGA-A2-A04V-01	TCGA-A2-A04V-01	-0.7216
TCGA-A2-A0YC-01	TCGA-A2-A0YC-01	-0.7216
TCGA-CH-5790-01	TCGA-CH-5790-01	-0.7221
TCGA-EB-A5FP-01	TCGA-EB-A5FP-01	-0.7221
TCGA-TT-A6YJ-01	TCGA-TT-A6YJ-01	-0.7221
TCGA-36-1574-01	TCGA-36-1574-01	-0.7226
TCGA-AR-A0TP-01	TCGA-AR-A0TP-01	-0.7231
TCGA-B6-A0RI-01	TCGA-B6-A0RI-01	-0.7234
TCGA-AA-3660-01	TCGA-AA-3660-01	-0.7238
TCGA-DD-A11D-01	TCGA-DD-A11D-01	-0.7256999999999999
TCGA-AA-A02F-01	TCGA-AA-A02F-01	-0.7259999999999999
TCGA-24-1103-01	TCGA-24-1103-01	-0.7261999999999998
TCGA-DD-AAW1-01	TCGA-DD-AAW1-01	-0.7262999999999998
TCGA-A8-A07B-01	TCGA-A8-A07B-01	-0.7266
TCGA-B7-5818-01	TCGA-B7-5818-01	-0.7266
TCGA-36-2549-01	TCGA-36-2549-01	-0.727
TCGA-25-1319-01	TCGA-25-1319-01	-0.7274
TCGA-D6-6827-01	TCGA-D6-6827-01	-0.7274
TCGA-ZB-A96L-01	TCGA-ZB-A96L-01	-0.7276
TCGA-44-2659-01	TCGA-44-2659-01	-0.7282
TCGA-BW-A5NO-01	TCGA-BW-A5NO-01	-0.7283
TCGA-IR-A3LK-01	TCGA-IR-A3LK-01	-0.7288
TCGA-DD-A1EA-01	TCGA-DD-A1EA-01	-0.7291
TCGA-DD-AADY-01	TCGA-DD-AADY-01	-0.7296000000000001
TCGA-32-2616-01	TCGA-32-2616-01	-0.7301000000000001
TCGA-FV-A496-01	TCGA-FV-A496-01	-0.7308
TCGA-EY-A547-01	TCGA-EY-A547-01	-0.7319
TCGA-YL-A8HL-01	TCGA-YL-A8HL-01	-0.7325
TCGA-A8-A07W-01	TCGA-A8-A07W-01	-0.7333
TCGA-2Y-A9H4-01	TCGA-2Y-A9H4-01	-0.7336
TCGA-4W-AA9R-01	TCGA-4W-AA9R-01	-0.7342
TCGA-DD-AADW-01	TCGA-DD-AADW-01	-0.7355
TCGA-VP-A87K-01	TCGA-VP-A87K-01	-0.7358
TCGA-EE-A185-06	TCGA-EE-A185-06	-0.7365
TCGA-IS-A3K6-01	TCGA-IS-A3K6-01	-0.7367
TCGA-C5-A1M5-01	TCGA-C5-A1M5-01	-0.7371
TCGA-FJ-A3ZE-01	TCGA-FJ-A3ZE-01	-0.7375
TCGA-SG-A849-01	TCGA-SG-A849-01	-0.7376
TCGA-CG-4469-01	TCGA-CG-4469-01	-0.7377
TCGA-V1-A8WW-01	TCGA-V1-A8WW-01	-0.7377
TCGA-FV-A2QR-01	TCGA-FV-A2QR-01	-0.738
TCGA-FS-A1ZJ-06	TCGA-FS-A1ZJ-06	-0.7382
TCGA-V1-A9OT-01	TCGA-V1-A9OT-01	-0.7383
TCGA-C5-A1BN-01	TCGA-C5-A1BN-01	-0.7387999999999999
TCGA-OR-A5LL-01	TCGA-OR-A5LL-01	-0.7391999999999999
TCGA-VS-A9UV-01	TCGA-VS-A9UV-01	-0.7401
TCGA-NH-A6GB-01	TCGA-NH-A6GB-01	-0.7406
TCGA-A7-A0D9-01	TCGA-A7-A0D9-01	-0.7408
TCGA-E2-A158-01	TCGA-E2-A158-01	-0.7408
TCGA-DD-AADE-01	TCGA-DD-AADE-01	-0.7417
TCGA-D8-A1X7-01	TCGA-D8-A1X7-01	-0.7428000000000001
TCGA-BC-A3KG-01	TCGA-BC-A3KG-01	-0.7432000000000001
TCGA-27-1835-01	TCGA-27-1835-01	-0.7435
TCGA-3B-A9I0-01	TCGA-3B-A9I0-01	-0.7439
TCGA-SG-A6Z7-01	TCGA-SG-A6Z7-01	-0.7444
TCGA-MG-AAMC-01	TCGA-MG-AAMC-01	-0.745
TCGA-DD-AADG-01	TCGA-DD-AADG-01	-0.7451
TCGA-CC-A5UE-01	TCGA-CC-A5UE-01	-0.7454
TCGA-DD-A1EB-01	TCGA-DD-A1EB-01	-0.7454
TCGA-13-1492-01	TCGA-13-1492-01	-0.7455
TCGA-XF-A8HG-01	TCGA-XF-A8HG-01	-0.7458
TCGA-60-2722-01	TCGA-60-2722-01	-0.7465
TCGA-DM-A1HA-01	TCGA-DM-A1HA-01	-0.7466
TCGA-EA-A1QT-01	TCGA-EA-A1QT-01	-0.7474999999999999
TCGA-EY-A2OQ-01	TCGA-EY-A2OQ-01	-0.7474999999999999
TCGA-10-0936-01	TCGA-10-0936-01	-0.7480999999999999
TCGA-AA-3693-01	TCGA-AA-3693-01	-0.7487
TCGA-A8-A086-01	TCGA-A8-A086-01	-0.749
TCGA-DD-AADD-01	TCGA-DD-AADD-01	-0.7497
TCGA-13-1404-01	TCGA-13-1404-01	-0.7518000000000001
TCGA-29-1696-01	TCGA-29-1696-01	-0.7528
TCGA-RW-A67Y-01	TCGA-RW-A67Y-01	-0.7528
TCGA-ZS-A9CE-01	TCGA-ZS-A9CE-01	-0.7529
TCGA-BD-A2L6-01	TCGA-BD-A2L6-01	-0.7531
TCGA-G3-AAUZ-01	TCGA-G3-AAUZ-01	-0.7532
TCGA-02-0339-01	TCGA-02-0339-01	-0.7537
TCGA-AP-A052-01	TCGA-AP-A052-01	-0.754
TCGA-24-2297-01	TCGA-24-2297-01	-0.7544
TCGA-FX-A3NJ-01	TCGA-FX-A3NJ-01	-0.7554
TCGA-AN-A0FL-01	TCGA-AN-A0FL-01	-0.7555
TCGA-KK-A8IH-01	TCGA-KK-A8IH-01	-0.7555
TCGA-A4-A57E-01	TCGA-A4-A57E-01	-0.7556
TCGA-VD-AA8Q-01	TCGA-VD-AA8Q-01	-0.7561
TCGA-DD-AAVP-01	TCGA-DD-AAVP-01	-0.7572999999999999
TCGA-QR-A702-01	TCGA-QR-A702-01	-0.7572999999999999
TCGA-X2-A95T-01	TCGA-X2-A95T-01	-0.7582
TCGA-BH-A0BP-01	TCGA-BH-A0BP-01	-0.7585
TCGA-E2-A15T-01	TCGA-E2-A15T-01	-0.7587
TCGA-EY-A1GM-01	TCGA-EY-A1GM-01	-0.7587
TCGA-AA-A00Z-01	TCGA-AA-A00Z-01	-0.7588
TCGA-BH-A0HW-01	TCGA-BH-A0HW-01	-0.7596
TCGA-29-1785-01	TCGA-29-1785-01	-0.7597
TCGA-A2-A04U-01	TCGA-A2-A04U-01	-0.7597
TCGA-24-1555-01	TCGA-24-1555-01	-0.76
TCGA-GN-A8LL-06	TCGA-GN-A8LL-06	-0.7604
TCGA-RW-A68F-01	TCGA-RW-A68F-01	-0.7611000000000001
TCGA-13-0900-01	TCGA-13-0900-01	-0.7614000000000001
TCGA-N6-A4VE-01	TCGA-N6-A4VE-01	-0.7619
TCGA-FI-A3PX-01	TCGA-FI-A3PX-01	-0.7623
TCGA-DM-A28E-01	TCGA-DM-A28E-01	-0.7625
TCGA-SP-A6QD-01	TCGA-SP-A6QD-01	-0.7626
TCGA-AN-A0XR-01	TCGA-AN-A0XR-01	-0.763
TCGA-BC-A10U-01	TCGA-BC-A10U-01	-0.7643
TCGA-ZG-A9L1-01	TCGA-ZG-A9L1-01	-0.7645
TCGA-LL-A9Q3-01	TCGA-LL-A9Q3-01	-0.7654
TCGA-E2-A2P6-01	TCGA-E2-A2P6-01	-0.7655
TCGA-EO-A1Y7-01	TCGA-EO-A1Y7-01	-0.7657
TCGA-D5-6532-01	TCGA-D5-6532-01	-0.7661
TCGA-IN-A6RO-01	TCGA-IN-A6RO-01	-0.7668
TCGA-02-0024-01	TCGA-02-0024-01	-0.7673
TCGA-A8-A085-01	TCGA-A8-A085-01	-0.7674
TCGA-AX-A0IU-01	TCGA-AX-A0IU-01	-0.7674
TCGA-BC-A5W4-01	TCGA-BC-A5W4-01	-0.7687
TCGA-G4-6306-01	TCGA-G4-6306-01	-0.7689
TCGA-DD-AAD8-01	TCGA-DD-AAD8-01	-0.7694
TCGA-NA-A4R1-01	TCGA-NA-A4R1-01	-0.7699999999999999
TCGA-04-1367-01	TCGA-04-1367-01	-0.7700999999999999
TCGA-TT-A6YN-01	TCGA-TT-A6YN-01	-0.7702999999999999
TCGA-Z7-A8R6-01	TCGA-Z7-A8R6-01	-0.7719
TCGA-CC-A7IK-01	TCGA-CC-A7IK-01	-0.7721
TCGA-30-1880-01	TCGA-30-1880-01	-0.7725
TCGA-HC-A8CY-01	TCGA-HC-A8CY-01	-0.7726
TCGA-AA-3975-01	TCGA-AA-3975-01	-0.7732
TCGA-B6-A0IM-01	TCGA-B6-A0IM-01	-0.7735
TCGA-04-1353-01	TCGA-04-1353-01	-0.7742000000000001
TCGA-EI-6513-01	TCGA-EI-6513-01	-0.7742000000000001
TCGA-BC-A216-01	TCGA-BC-A216-01	-0.7748
TCGA-ZF-A9R4-01	TCGA-ZF-A9R4-01	-0.7748
TCGA-AZ-6606-01	TCGA-AZ-6606-01	-0.7752
TCGA-D3-A3MO-06	TCGA-D3-A3MO-06	-0.7754
TCGA-A6-5666-01	TCGA-A6-5666-01	-0.7758
TCGA-RC-A6M4-01	TCGA-RC-A6M4-01	-0.7758
TCGA-H5-A2HR-01	TCGA-H5-A2HR-01	-0.7759
TCGA-FE-A22Z-01	TCGA-FE-A22Z-01	-0.7762
TCGA-4R-AA8I-01	TCGA-4R-AA8I-01	-0.7764
TCGA-XR-A8TG-01	TCGA-XR-A8TG-01	-0.7767
TCGA-BQ-7058-01	TCGA-BQ-7058-01	-0.7786
TCGA-AB-2838-03	TCGA-AB-2838-03	-0.7791999999999999
TCGA-EE-A3AC-06	TCGA-EE-A3AC-06	-0.7801
TCGA-E9-A54Y-01	TCGA-E9-A54Y-01	-0.7808
TCGA-D8-A1JN-01	TCGA-D8-A1JN-01	-0.7809
TCGA-FF-8043-01	TCGA-FF-8043-01	-0.7813
TCGA-A7-A0CD-01	TCGA-A7-A0CD-01	-0.7816
TCGA-13-0791-01	TCGA-13-0791-01	-0.7817
TCGA-OL-A5RZ-01	TCGA-OL-A5RZ-01	-0.7821
TCGA-13-1407-01	TCGA-13-1407-01	-0.7823
TCGA-ZF-A9RM-01	TCGA-ZF-A9RM-01	-0.7826
TCGA-AN-A0FZ-01	TCGA-AN-A0FZ-01	-0.7837000000000001
TCGA-RW-A681-01	TCGA-RW-A681-01	-0.7841
TCGA-DX-A48U-01	TCGA-DX-A48U-01	-0.7845
TCGA-BR-7197-01	TCGA-BR-7197-01	-0.7848
TCGA-N8-A4PM-01	TCGA-N8-A4PM-01	-0.7848
TCGA-DD-AADV-01	TCGA-DD-AADV-01	-0.7854
TCGA-2Y-A9GZ-01	TCGA-2Y-A9GZ-01	-0.7855
TCGA-E9-A5UP-01	TCGA-E9-A5UP-01	-0.787
TCGA-A2-A0CT-01	TCGA-A2-A0CT-01	-0.7874
TCGA-E2-A14S-01	TCGA-E2-A14S-01	-0.7877
TCGA-DY-A1DD-01	TCGA-DY-A1DD-01	-0.7895
TCGA-G7-A8LD-01	TCGA-G7-A8LD-01	-0.79
