sample	samples	TP53 (average)
TCGA-IB-7649-01	TCGA-IB-7649-01	-0.0478
TCGA-VD-A8K9-01	TCGA-VD-A8K9-01	-0.0478
TCGA-W3-AA1Q-06	TCGA-W3-AA1Q-06	-0.0478
TCGA-ZM-AA05-01	TCGA-ZM-AA05-01	-0.0478
TCGA-CV-6936-01	TCGA-CV-6936-01	-0.0479
TCGA-EE-A183-06	TCGA-EE-A183-06	-0.0479
TCGA-55-7724-01	TCGA-55-7724-01	-0.048
TCGA-ER-A3EV-06	TCGA-ER-A3EV-06	-0.048
TCGA-BR-8078-01	TCGA-BR-8078-01	-0.0481
TCGA-EK-A2H1-01	TCGA-EK-A2H1-01	-0.0481
TCGA-14-1452-01	TCGA-14-1452-01	-0.0482
TCGA-4V-A9QS-01	TCGA-4V-A9QS-01	-0.0483
TCGA-B6-A0IA-01	TCGA-B6-A0IA-01	-0.0483
TCGA-BH-A0C3-01	TCGA-BH-A0C3-01	-0.0483
TCGA-DX-A23T-01	TCGA-DX-A23T-01	-0.0483
TCGA-G8-6909-01	TCGA-G8-6909-01	-0.0483
TCGA-VS-A8QM-01	TCGA-VS-A8QM-01	-0.0483
TCGA-A2-A0T5-01	TCGA-A2-A0T5-01	-0.048400000000000006
TCGA-G4-6323-01	TCGA-G4-6323-01	-0.048400000000000006
TCGA-27-1838-01	TCGA-27-1838-01	-0.0486
TCGA-D5-6928-01	TCGA-D5-6928-01	-0.0486
TCGA-EB-A51B-01	TCGA-EB-A51B-01	-0.0486
TCGA-02-0015-01	TCGA-02-0015-01	-0.04869999999999999
TCGA-CN-6020-01	TCGA-CN-6020-01	-0.0488
TCGA-ZS-A9CD-01	TCGA-ZS-A9CD-01	-0.0489
TCGA-BF-AAP0-06	TCGA-BF-AAP0-06	-0.049
TCGA-CV-7255-01	TCGA-CV-7255-01	-0.049
TCGA-IG-A3YA-01	TCGA-IG-A3YA-01	-0.0491
TCGA-AO-A125-01	TCGA-AO-A125-01	-0.0492
TCGA-BG-A0MG-01	TCGA-BG-A0MG-01	-0.04929999999999999
TCGA-CV-A463-01	TCGA-CV-A463-01	-0.04929999999999999
TCGA-FX-A2QS-01	TCGA-FX-A2QS-01	-0.04929999999999999
TCGA-MI-A75C-01	TCGA-MI-A75C-01	-0.04929999999999999
TCGA-97-8177-01	TCGA-97-8177-01	-0.0494
TCGA-A4-A48D-01	TCGA-A4-A48D-01	-0.04950000000000001
TCGA-EY-A2OP-01	TCGA-EY-A2OP-01	-0.04950000000000001
TCGA-EB-A57M-01	TCGA-EB-A57M-01	-0.0496
TCGA-14-0790-01	TCGA-14-0790-01	-0.0497
TCGA-AK-3429-01	TCGA-AK-3429-01	-0.0497
TCGA-CN-6010-01	TCGA-CN-6010-01	-0.0498
TCGA-EE-A181-06	TCGA-EE-A181-06	-0.0498
TCGA-02-0258-01	TCGA-02-0258-01	-0.0499
TCGA-XE-A8H4-01	TCGA-XE-A8H4-01	-0.0499
TCGA-06-0413-01	TCGA-06-0413-01	-0.05
TCGA-AD-5900-01	TCGA-AD-5900-01	-0.05
TCGA-E2-A14N-01	TCGA-E2-A14N-01	-0.05009999999999999
TCGA-10-0935-01	TCGA-10-0935-01	-0.0502
TCGA-2G-AAHC-01	TCGA-2G-AAHC-01	-0.0502
TCGA-DX-A240-01	TCGA-DX-A240-01	-0.0502
TCGA-77-7463-01	TCGA-77-7463-01	-0.0504
TCGA-M7-A720-01	TCGA-M7-A720-01	-0.0505
TCGA-VQ-A8E7-01	TCGA-VQ-A8E7-01	-0.0505
TCGA-AA-3845-01	TCGA-AA-3845-01	-0.0507
TCGA-HP-A5MZ-01	TCGA-HP-A5MZ-01	-0.0507
TCGA-L5-A4OI-01	TCGA-L5-A4OI-01	-0.0507
TCGA-WQ-A9G7-01	TCGA-WQ-A9G7-01	-0.0507
TCGA-50-6595-01	TCGA-50-6595-01	-0.05090000000000001
TCGA-BH-A18R-01	TCGA-BH-A18R-01	-0.05090000000000001
TCGA-FJ-A3Z7-01	TCGA-FJ-A3Z7-01	-0.05090000000000001
TCGA-VR-AA7D-01	TCGA-VR-AA7D-01	-0.05090000000000001
TCGA-2G-AAKO-01	TCGA-2G-AAKO-01	-0.051
TCGA-36-1571-01	TCGA-36-1571-01	-0.051
TCGA-YB-A89D-01	TCGA-YB-A89D-01	-0.051
TCGA-P3-A5Q5-01	TCGA-P3-A5Q5-01	-0.0511
TCGA-EE-A29W-06	TCGA-EE-A29W-06	-0.0513
TCGA-HU-A4GT-01	TCGA-HU-A4GT-01	-0.0513
TCGA-R5-A7ZI-01	TCGA-R5-A7ZI-01	-0.0513
TCGA-D3-A8GK-06	TCGA-D3-A8GK-06	-0.0514
TCGA-A2-A0D3-01	TCGA-A2-A0D3-01	-0.051500000000000004
TCGA-A7-A426-01	TCGA-A7-A426-01	-0.051500000000000004
TCGA-FI-A2CX-01	TCGA-FI-A2CX-01	-0.0516
TCGA-B8-A54I-01	TCGA-B8-A54I-01	-0.0517
TCGA-AA-3675-01	TCGA-AA-3675-01	-0.0518
TCGA-ES-A2HT-01	TCGA-ES-A2HT-01	-0.0518
TCGA-AR-A24M-01	TCGA-AR-A24M-01	-0.0519
TCGA-G4-6294-01	TCGA-G4-6294-01	-0.052
TCGA-RW-A688-01	TCGA-RW-A688-01	-0.052
TCGA-49-AAR4-01	TCGA-49-AAR4-01	-0.0522
TCGA-L5-A4OU-01	TCGA-L5-A4OU-01	-0.0522
TCGA-BR-4184-01	TCGA-BR-4184-01	-0.052300000000000006
TCGA-LP-A4AV-01	TCGA-LP-A4AV-01	-0.0524
TCGA-ZS-A9CG-01	TCGA-ZS-A9CG-01	-0.0524
TCGA-CJ-4881-01	TCGA-CJ-4881-01	-0.0525
TCGA-XF-A9SY-01	TCGA-XF-A9SY-01	-0.0525
TCGA-F7-A622-01	TCGA-F7-A622-01	-0.0528
TCGA-AA-3984-01	TCGA-AA-3984-01	-0.0529
TCGA-Z6-A8JD-01	TCGA-Z6-A8JD-01	-0.0529
TCGA-55-8206-01	TCGA-55-8206-01	-0.053
TCGA-IR-A3LC-01	TCGA-IR-A3LC-01	-0.053
TCGA-85-8355-01	TCGA-85-8355-01	-0.0531
TCGA-HC-7744-01	TCGA-HC-7744-01	-0.0533
TCGA-4G-AAZT-01	TCGA-4G-AAZT-01	-0.05340000000000001
TCGA-A2-A0EP-01	TCGA-A2-A0EP-01	-0.05340000000000001
TCGA-DX-AB30-01	TCGA-DX-AB30-01	-0.05340000000000001
TCGA-AA-3664-01	TCGA-AA-3664-01	-0.0535
TCGA-EE-A2MS-06	TCGA-EE-A2MS-06	-0.0536
TCGA-FG-A60J-01	TCGA-FG-A60J-01	-0.0536
TCGA-BH-A0DT-01	TCGA-BH-A0DT-01	-0.0537
TCGA-EE-A29R-06	TCGA-EE-A29R-06	-0.0539
TCGA-ZF-AA58-01	TCGA-ZF-AA58-01	-0.0539
TCGA-E2-A15D-01	TCGA-E2-A15D-01	-0.0541
TCGA-F5-6812-01	TCGA-F5-6812-01	-0.0541
TCGA-TM-A84F-01	TCGA-TM-A84F-01	-0.0543
TCGA-FD-A6TC-01	TCGA-FD-A6TC-01	-0.0544
TCGA-OR-A5KB-01	TCGA-OR-A5KB-01	-0.0544
TCGA-AJ-A3NG-01	TCGA-AJ-A3NG-01	-0.0545
TCGA-BH-A0EA-01	TCGA-BH-A0EA-01	-0.0545
TCGA-DD-A1EC-01	TCGA-DD-A1EC-01	-0.0545
TCGA-27-2526-01	TCGA-27-2526-01	-0.0546
TCGA-55-8092-01	TCGA-55-8092-01	-0.05480000000000001
TCGA-36-2547-01	TCGA-36-2547-01	-0.055
TCGA-EA-A43B-01	TCGA-EA-A43B-01	-0.055
TCGA-BC-A69I-01	TCGA-BC-A69I-01	-0.055099999999999996
TCGA-BS-A0U7-01	TCGA-BS-A0U7-01	-0.055099999999999996
TCGA-ZG-A9LN-01	TCGA-ZG-A9LN-01	-0.055099999999999996
TCGA-05-4382-01	TCGA-05-4382-01	-0.0552
TCGA-B5-A0K7-01	TCGA-B5-A0K7-01	-0.0552
TCGA-55-8619-01	TCGA-55-8619-01	-0.055400000000000005
TCGA-A5-A0GE-01	TCGA-A5-A0GE-01	-0.055400000000000005
TCGA-HZ-8637-01	TCGA-HZ-8637-01	-0.0555
TCGA-AA-3684-01	TCGA-AA-3684-01	-0.0558
TCGA-EB-A4OY-01	TCGA-EB-A4OY-01	-0.0558
TCGA-AP-A05P-01	TCGA-AP-A05P-01	-0.0559
TCGA-56-6546-01	TCGA-56-6546-01	-0.056
TCGA-BQ-5886-01	TCGA-BQ-5886-01	-0.056
TCGA-DD-A1EE-01	TCGA-DD-A1EE-01	-0.056
TCGA-DU-A7T8-01	TCGA-DU-A7T8-01	-0.05620000000000001
TCGA-GN-A8LN-01	TCGA-GN-A8LN-01	-0.05620000000000001
TCGA-D1-A165-01	TCGA-D1-A165-01	-0.0563
TCGA-A5-A0GU-01	TCGA-A5-A0GU-01	-0.0564
TCGA-GS-A9TT-01	TCGA-GS-A9TT-01	-0.0564
TCGA-EY-A1GV-01	TCGA-EY-A1GV-01	-0.0566
TCGA-JW-A5VL-01	TCGA-JW-A5VL-01	-0.0567
TCGA-BH-A0DO-01	TCGA-BH-A0DO-01	-0.0568
TCGA-HD-8314-01	TCGA-HD-8314-01	-0.0568
TCGA-DX-A48N-01	TCGA-DX-A48N-01	-0.057
TCGA-BG-A0M0-01	TCGA-BG-A0M0-01	-0.05709999999999999
TCGA-CN-4727-01	TCGA-CN-4727-01	-0.05709999999999999
TCGA-73-4662-01	TCGA-73-4662-01	-0.0573
TCGA-DK-AA71-01	TCGA-DK-AA71-01	-0.0573
TCGA-YU-A94D-01	TCGA-YU-A94D-01	-0.0573
TCGA-12-0773-01	TCGA-12-0773-01	-0.0575
TCGA-DB-A4XE-01	TCGA-DB-A4XE-01	-0.0575
TCGA-39-5031-01	TCGA-39-5031-01	-0.0576
TCGA-NJ-A55O-01	TCGA-NJ-A55O-01	-0.0576
TCGA-22-5471-01	TCGA-22-5471-01	-0.0578
TCGA-22-5482-01	TCGA-22-5482-01	-0.0578
TCGA-E2-A108-01	TCGA-E2-A108-01	-0.0578
TCGA-63-7022-01	TCGA-63-7022-01	-0.05789999999999999
TCGA-ER-A19T-06	TCGA-ER-A19T-06	-0.05789999999999999
TCGA-ZJ-AAXF-01	TCGA-ZJ-AAXF-01	-0.05789999999999999
TCGA-ZJ-AB0I-01	TCGA-ZJ-AB0I-01	-0.05789999999999999
TCGA-AP-A0LD-01	TCGA-AP-A0LD-01	-0.058
TCGA-DD-A4ND-01	TCGA-DD-A4ND-01	-0.058
TCGA-QR-A6GZ-01	TCGA-QR-A6GZ-01	-0.058
TCGA-D8-A140-01	TCGA-D8-A140-01	-0.0581
TCGA-G3-A3CJ-01	TCGA-G3-A3CJ-01	-0.0581
TCGA-HG-A9SC-01	TCGA-HG-A9SC-01	-0.0582
TCGA-D1-A17R-01	TCGA-D1-A17R-01	-0.0583
TCGA-BB-4224-01	TCGA-BB-4224-01	-0.0584
TCGA-42-2588-01	TCGA-42-2588-01	-0.0585
TCGA-BR-6707-01	TCGA-BR-6707-01	-0.0585
TCGA-C8-A273-01	TCGA-C8-A273-01	-0.05870000000000001
TCGA-77-7138-01	TCGA-77-7138-01	-0.0588
TCGA-D3-A3CB-06	TCGA-D3-A3CB-06	-0.0588
TCGA-A5-A3LP-01	TCGA-A5-A3LP-01	-0.059
TCGA-CR-7379-01	TCGA-CR-7379-01	-0.059
TCGA-CV-A45X-01	TCGA-CV-A45X-01	-0.059300000000000005
TCGA-GM-A2DN-01	TCGA-GM-A2DN-01	-0.0594
TCGA-WK-A8XX-01	TCGA-WK-A8XX-01	-0.0594
TCGA-L7-A56G-01	TCGA-L7-A56G-01	-0.0597
TCGA-A6-2671-01	TCGA-A6-2671-01	-0.0598
TCGA-D3-A2JF-06	TCGA-D3-A2JF-06	-0.0598
TCGA-DK-A3WX-01	TCGA-DK-A3WX-01	-0.0598
TCGA-KR-A7K8-01	TCGA-KR-A7K8-01	-0.0598
TCGA-A4-7997-01	TCGA-A4-7997-01	-0.0599
TCGA-BH-A1EN-01	TCGA-BH-A1EN-01	-0.0599
TCGA-CR-6474-01	TCGA-CR-6474-01	-0.0599
TCGA-D3-A1Q6-06	TCGA-D3-A1Q6-06	-0.0599
TCGA-39-5028-01	TCGA-39-5028-01	-0.06
TCGA-V4-A9EH-01	TCGA-V4-A9EH-01	-0.06010000000000001
TCGA-34-2605-01	TCGA-34-2605-01	-0.0602
TCGA-HU-A4H6-01	TCGA-HU-A4H6-01	-0.0602
TCGA-UD-AAC1-01	TCGA-UD-AAC1-01	-0.0602
TCGA-AA-A004-01	TCGA-AA-A004-01	-0.060399999999999995
TCGA-ER-A19N-06	TCGA-ER-A19N-06	-0.0605
TCGA-02-0285-01	TCGA-02-0285-01	-0.0606
TCGA-V4-A9EM-01	TCGA-V4-A9EM-01	-0.0606
TCGA-AA-3854-01	TCGA-AA-3854-01	-0.060700000000000004
TCGA-D8-A1JL-01	TCGA-D8-A1JL-01	-0.06099999999999999
TCGA-EY-A1GT-01	TCGA-EY-A1GT-01	-0.06099999999999999
TCGA-AG-3574-01	TCGA-AG-3574-01	-0.0612
TCGA-C8-A12V-01	TCGA-C8-A12V-01	-0.0612
TCGA-V4-A9EK-01	TCGA-V4-A9EK-01	-0.0613
TCGA-V4-A9ET-01	TCGA-V4-A9ET-01	-0.0613
TCGA-ER-A42L-06	TCGA-ER-A42L-06	-0.0615
TCGA-AB-2904-03	TCGA-AB-2904-03	-0.0616
TCGA-13-0890-01	TCGA-13-0890-01	-0.0617
TCGA-A8-A08H-01	TCGA-A8-A08H-01	-0.0617
TCGA-C5-A2LY-01	TCGA-C5-A2LY-01	-0.0617
TCGA-CZ-5465-01	TCGA-CZ-5465-01	-0.0617
TCGA-A5-A2K3-01	TCGA-A5-A2K3-01	-0.0619
TCGA-EB-A5SG-06	TCGA-EB-A5SG-06	-0.0619
TCGA-AA-A022-01	TCGA-AA-A022-01	-0.062
TCGA-AJ-A3NC-01	TCGA-AJ-A3NC-01	-0.062
TCGA-BR-4362-01	TCGA-BR-4362-01	-0.062
TCGA-BR-8485-01	TCGA-BR-8485-01	-0.0622
TCGA-CK-4952-01	TCGA-CK-4952-01	-0.06239999999999999
TCGA-64-5775-01	TCGA-64-5775-01	-0.0625
TCGA-E2-A1IN-01	TCGA-E2-A1IN-01	-0.0625
TCGA-B0-4811-01	TCGA-B0-4811-01	-0.0626
TCGA-B0-4817-01	TCGA-B0-4817-01	-0.0626
TCGA-AO-A12A-01	TCGA-AO-A12A-01	-0.0628
TCGA-CG-4476-01	TCGA-CG-4476-01	-0.0629
TCGA-E7-A5KE-01	TCGA-E7-A5KE-01	-0.063
TCGA-AB-2901-03	TCGA-AB-2901-03	-0.0634
TCGA-BR-8487-01	TCGA-BR-8487-01	-0.0635
TCGA-BR-A4J4-01	TCGA-BR-A4J4-01	-0.0636
TCGA-FR-A726-01	TCGA-FR-A726-01	-0.0636
TCGA-2X-A9D6-01	TCGA-2X-A9D6-01	-0.0638
TCGA-HE-A5NJ-01	TCGA-HE-A5NJ-01	-0.0638
TCGA-77-8007-01	TCGA-77-8007-01	-0.064
TCGA-AZ-4313-01	TCGA-AZ-4313-01	-0.064
TCGA-D5-7000-01	TCGA-D5-7000-01	-0.0641
TCGA-V1-A9Z8-01	TCGA-V1-A9Z8-01	-0.0641
TCGA-B5-A11V-01	TCGA-B5-A11V-01	-0.0644
TCGA-B0-5113-01	TCGA-B0-5113-01	-0.0646
TCGA-KK-A8IF-01	TCGA-KK-A8IF-01	-0.0646
TCGA-50-5933-01	TCGA-50-5933-01	-0.0647
TCGA-A2-A0SX-01	TCGA-A2-A0SX-01	-0.0647
TCGA-DC-5869-01	TCGA-DC-5869-01	-0.0647
TCGA-BA-A6DB-01	TCGA-BA-A6DB-01	-0.0648
TCGA-BH-A1EW-01	TCGA-BH-A1EW-01	-0.0648
TCGA-BT-A20V-01	TCGA-BT-A20V-01	-0.0648
TCGA-CD-5801-01	TCGA-CD-5801-01	-0.0649
TCGA-NF-A4WX-01	TCGA-NF-A4WX-01	-0.0649
TCGA-B5-A0JR-01	TCGA-B5-A0JR-01	-0.065
TCGA-EK-A2RO-01	TCGA-EK-A2RO-01	-0.0652
TCGA-AC-A6NO-01	TCGA-AC-A6NO-01	-0.0653
TCGA-CV-7434-01	TCGA-CV-7434-01	-0.0654
TCGA-XU-A931-01	TCGA-XU-A931-01	-0.0654
TCGA-BG-A0VT-01	TCGA-BG-A0VT-01	-0.0655
TCGA-E2-A570-01	TCGA-E2-A570-01	-0.0656
TCGA-BP-4162-01	TCGA-BP-4162-01	-0.0657
TCGA-C4-A0F6-01	TCGA-C4-A0F6-01	-0.0659
TCGA-C5-A1MK-01	TCGA-C5-A1MK-01	-0.0659
TCGA-RN-AAAQ-01	TCGA-RN-AAAQ-01	-0.0659
TCGA-02-0025-01	TCGA-02-0025-01	-0.0662
TCGA-EW-A1P0-01	TCGA-EW-A1P0-01	-0.0662
TCGA-CQ-A4CA-01	TCGA-CQ-A4CA-01	-0.0663
TCGA-CR-7388-01	TCGA-CR-7388-01	-0.0663
TCGA-CG-5734-01	TCGA-CG-5734-01	-0.0667
TCGA-55-A490-01	TCGA-55-A490-01	-0.0671
TCGA-DK-A1A3-01	TCGA-DK-A1A3-01	-0.0671
TCGA-EE-A20H-06	TCGA-EE-A20H-06	-0.0671
TCGA-F5-6814-01	TCGA-F5-6814-01	-0.0672
TCGA-FU-A23L-01	TCGA-FU-A23L-01	-0.0674
TCGA-AR-A24N-01	TCGA-AR-A24N-01	-0.0675
TCGA-AR-A2LH-01	TCGA-AR-A2LH-01	-0.0675
TCGA-OL-A5RV-01	TCGA-OL-A5RV-01	-0.0676
TCGA-EY-A1GH-01	TCGA-EY-A1GH-01	-0.0678
TCGA-E9-A22E-01	TCGA-E9-A22E-01	-0.0679
TCGA-CU-A0YO-01	TCGA-CU-A0YO-01	-0.068
TCGA-VS-A9UH-01	TCGA-VS-A9UH-01	-0.0682
TCGA-VS-A9UU-01	TCGA-VS-A9UU-01	-0.0682
TCGA-WL-A834-01	TCGA-WL-A834-01	-0.0682
TCGA-12-1090-01	TCGA-12-1090-01	-0.0684
TCGA-CJ-6028-01	TCGA-CJ-6028-01	-0.0684
TCGA-A8-A09Q-01	TCGA-A8-A09Q-01	-0.0686
TCGA-A7-A6VV-01	TCGA-A7-A6VV-01	-0.0688
TCGA-BR-7901-01	TCGA-BR-7901-01	-0.0688
TCGA-25-2392-01	TCGA-25-2392-01	-0.069
TCGA-ER-A2NF-01	TCGA-ER-A2NF-01	-0.069
TCGA-EW-A2FR-01	TCGA-EW-A2FR-01	-0.069
TCGA-BP-4176-01	TCGA-BP-4176-01	-0.0692
TCGA-DK-A2I2-01	TCGA-DK-A2I2-01	-0.0693
TCGA-AX-A2HA-01	TCGA-AX-A2HA-01	-0.0696
TCGA-DX-AB35-01	TCGA-DX-AB35-01	-0.0697
TCGA-EL-A3T9-01	TCGA-EL-A3T9-01	-0.0697
TCGA-BG-A2AE-01	TCGA-BG-A2AE-01	-0.0698
TCGA-NG-A4VW-01	TCGA-NG-A4VW-01	-0.0698
TCGA-02-0271-01	TCGA-02-0271-01	-0.0699
TCGA-BH-A0HX-01	TCGA-BH-A0HX-01	-0.07
TCGA-GF-A6C9-06	TCGA-GF-A6C9-06	-0.07
TCGA-HU-A4GY-01	TCGA-HU-A4GY-01	-0.0703
TCGA-LN-A49P-01	TCGA-LN-A49P-01	-0.0704
TCGA-34-7107-01	TCGA-34-7107-01	-0.0705
TCGA-75-6211-01	TCGA-75-6211-01	-0.0706
TCGA-CN-A63T-01	TCGA-CN-A63T-01	-0.0706
TCGA-13-0883-01	TCGA-13-0883-01	-0.0708
TCGA-46-3766-01	TCGA-46-3766-01	-0.0708
TCGA-HF-A5NB-01	TCGA-HF-A5NB-01	-0.0709
TCGA-JY-A6FB-01	TCGA-JY-A6FB-01	-0.0709
TCGA-XR-A8TE-01	TCGA-XR-A8TE-01	-0.071
TCGA-G3-A6UC-01	TCGA-G3-A6UC-01	-0.0711
TCGA-OR-A5J6-01	TCGA-OR-A5J6-01	-0.0711
TCGA-57-1994-01	TCGA-57-1994-01	-0.0712
TCGA-CV-A6JE-01	TCGA-CV-A6JE-01	-0.0712
TCGA-55-6971-01	TCGA-55-6971-01	-0.0713
TCGA-CV-7407-01	TCGA-CV-7407-01	-0.0713
TCGA-HC-8265-01	TCGA-HC-8265-01	-0.0715
TCGA-VS-A94W-01	TCGA-VS-A94W-01	-0.0715
TCGA-CG-5717-01	TCGA-CG-5717-01	-0.0716
TCGA-EB-A5SH-06	TCGA-EB-A5SH-06	-0.0716
TCGA-5U-AB0E-01	TCGA-5U-AB0E-01	-0.0717
TCGA-BR-8370-01	TCGA-BR-8370-01	-0.0717
TCGA-EE-A2GB-06	TCGA-EE-A2GB-06	-0.0717
TCGA-FF-A7CW-01	TCGA-FF-A7CW-01	-0.0717
TCGA-43-A56U-01	TCGA-43-A56U-01	-0.0718
TCGA-QB-A6FS-06	TCGA-QB-A6FS-06	-0.0719
TCGA-VR-A8EQ-01	TCGA-VR-A8EQ-01	-0.0719
TCGA-77-8008-01	TCGA-77-8008-01	-0.072
TCGA-UY-A78K-01	TCGA-UY-A78K-01	-0.072
TCGA-08-0524-01	TCGA-08-0524-01	-0.0721
TCGA-C5-A1M7-01	TCGA-C5-A1M7-01	-0.0721
TCGA-CD-A4MG-01	TCGA-CD-A4MG-01	-0.0722
TCGA-12-0826-01	TCGA-12-0826-01	-0.0723
TCGA-AA-3538-01	TCGA-AA-3538-01	-0.0723
TCGA-C5-A7X3-01	TCGA-C5-A7X3-01	-0.0724
TCGA-CV-6937-01	TCGA-CV-6937-01	-0.0724
TCGA-IQ-7631-01	TCGA-IQ-7631-01	-0.0724
TCGA-OR-A5LC-01	TCGA-OR-A5LC-01	-0.0724
TCGA-A2-A3XW-01	TCGA-A2-A3XW-01	-0.0726
TCGA-BT-A42F-01	TCGA-BT-A42F-01	-0.0727
TCGA-56-8503-01	TCGA-56-8503-01	-0.0729
TCGA-C5-A7CK-01	TCGA-C5-A7CK-01	-0.0729
TCGA-D7-6822-01	TCGA-D7-6822-01	-0.0729
TCGA-EE-A29N-06	TCGA-EE-A29N-06	-0.0729
TCGA-WE-A8K6-06	TCGA-WE-A8K6-06	-0.0729
TCGA-CJ-4885-01	TCGA-CJ-4885-01	-0.073
TCGA-DK-A3IU-01	TCGA-DK-A3IU-01	-0.0731
TCGA-VS-A9UA-01	TCGA-VS-A9UA-01	-0.0731
TCGA-86-A4JF-01	TCGA-86-A4JF-01	-0.0732
TCGA-D3-A5GN-06	TCGA-D3-A5GN-06	-0.0734
TCGA-BF-A3DN-01	TCGA-BF-A3DN-01	-0.0738
TCGA-D6-6516-01	TCGA-D6-6516-01	-0.0739
TCGA-55-6543-01	TCGA-55-6543-01	-0.0742
TCGA-ER-A19J-06	TCGA-ER-A19J-06	-0.0744
TCGA-EY-A1H0-01	TCGA-EY-A1H0-01	-0.0744
TCGA-MT-A67A-01	TCGA-MT-A67A-01	-0.0744
TCGA-VQ-A8PE-01	TCGA-VQ-A8PE-01	-0.0745
TCGA-XE-AANV-01	TCGA-XE-AANV-01	-0.0746
TCGA-5R-AA1C-01	TCGA-5R-AA1C-01	-0.0748
TCGA-OL-A66P-01	TCGA-OL-A66P-01	-0.0748
TCGA-LN-A49U-01	TCGA-LN-A49U-01	-0.0749
TCGA-64-1678-01	TCGA-64-1678-01	-0.075
TCGA-55-7284-01	TCGA-55-7284-01	-0.0751
TCGA-CN-5359-01	TCGA-CN-5359-01	-0.0751
TCGA-EY-A549-01	TCGA-EY-A549-01	-0.0754
TCGA-CV-7243-01	TCGA-CV-7243-01	-0.0755
TCGA-QR-A70N-01	TCGA-QR-A70N-01	-0.0756
TCGA-A3-3372-01	TCGA-A3-3372-01	-0.0761
TCGA-VQ-A91E-01	TCGA-VQ-A91E-01	-0.0761
TCGA-55-7574-01	TCGA-55-7574-01	-0.0762
TCGA-AJ-A3NF-01	TCGA-AJ-A3NF-01	-0.0762
TCGA-DD-A4NK-01	TCGA-DD-A4NK-01	-0.0762
TCGA-HU-A4G9-01	TCGA-HU-A4G9-01	-0.0762
TCGA-56-7582-01	TCGA-56-7582-01	-0.0763
TCGA-CR-6477-01	TCGA-CR-6477-01	-0.0764
TCGA-US-A77E-01	TCGA-US-A77E-01	-0.0764
TCGA-08-0390-01	TCGA-08-0390-01	-0.0765
TCGA-MT-A51W-01	TCGA-MT-A51W-01	-0.0765
TCGA-HU-A4G2-01	TCGA-HU-A4G2-01	-0.0766
TCGA-QH-A6CV-01	TCGA-QH-A6CV-01	-0.0766
TCGA-YL-A8S8-01	TCGA-YL-A8S8-01	-0.0766
TCGA-E2-A1B6-01	TCGA-E2-A1B6-01	-0.0767
TCGA-A8-A095-01	TCGA-A8-A095-01	-0.0769
TCGA-CN-6013-01	TCGA-CN-6013-01	-0.0769
TCGA-F4-6461-01	TCGA-F4-6461-01	-0.077
TCGA-HZ-A77Q-01	TCGA-HZ-A77Q-01	-0.077
TCGA-4Z-AA7R-01	TCGA-4Z-AA7R-01	-0.0771
TCGA-77-7142-01	TCGA-77-7142-01	-0.0772
TCGA-MP-A4TD-01	TCGA-MP-A4TD-01	-0.0772
TCGA-MY-A5BE-01	TCGA-MY-A5BE-01	-0.0772
TCGA-KK-A8I4-01	TCGA-KK-A8I4-01	-0.0773
TCGA-V1-A8WS-01	TCGA-V1-A8WS-01	-0.0774
TCGA-CJ-4897-01	TCGA-CJ-4897-01	-0.0775
TCGA-32-5222-01	TCGA-32-5222-01	-0.0778
TCGA-55-8301-01	TCGA-55-8301-01	-0.0778
TCGA-BH-A0E6-01	TCGA-BH-A0E6-01	-0.078
TCGA-2J-AABF-01	TCGA-2J-AABF-01	-0.0781
TCGA-A2-A04Q-01	TCGA-A2-A04Q-01	-0.0781
TCGA-IG-A625-01	TCGA-IG-A625-01	-0.0781
TCGA-Q1-A6DW-01	TCGA-Q1-A6DW-01	-0.0781
TCGA-32-2495-01	TCGA-32-2495-01	-0.0782
TCGA-66-2782-01	TCGA-66-2782-01	-0.0782
TCGA-DX-A6BK-01	TCGA-DX-A6BK-01	-0.0782
TCGA-KK-A6E8-01	TCGA-KK-A6E8-01	-0.0782
TCGA-VD-A8KG-01	TCGA-VD-A8KG-01	-0.0782
TCGA-24-1553-01	TCGA-24-1553-01	-0.0783
TCGA-2H-A9GJ-01	TCGA-2H-A9GJ-01	-0.0783
TCGA-HD-8634-01	TCGA-HD-8634-01	-0.0783
TCGA-B5-A11S-01	TCGA-B5-A11S-01	-0.0784
TCGA-EK-A2R7-01	TCGA-EK-A2R7-01	-0.0784
TCGA-25-1623-01	TCGA-25-1623-01	-0.0786
TCGA-BC-A110-01	TCGA-BC-A110-01	-0.0787
TCGA-CJ-5682-01	TCGA-CJ-5682-01	-0.0787
TCGA-V4-A9E5-01	TCGA-V4-A9E5-01	-0.0787
TCGA-D9-A6E9-06	TCGA-D9-A6E9-06	-0.0788
TCGA-BP-4351-01	TCGA-BP-4351-01	-0.0789
TCGA-06-0877-01	TCGA-06-0877-01	-0.079
TCGA-13-1488-01	TCGA-13-1488-01	-0.079
TCGA-HD-7832-01	TCGA-HD-7832-01	-0.079
TCGA-HM-A3JK-01	TCGA-HM-A3JK-01	-0.0791
TCGA-44-A479-01	TCGA-44-A479-01	-0.0792
TCGA-CM-4744-01	TCGA-CM-4744-01	-0.0792
TCGA-VQ-A91U-01	TCGA-VQ-A91U-01	-0.0792
TCGA-E6-A2P9-01	TCGA-E6-A2P9-01	-0.0794
